Latitude,Longitude
3.1580888,101.7495603
3.1579765,101.7499072
3.1582097,101.7504469
3.1586632,101.7465577
3.1587958,101.7496003
3.1591919,101.7512709
3.1462067,101.7647903
3.1450913,101.7650667
3.1465562,101.7646739
3.1463524,101.7650284
3.1519956,101.7585998
3.1520215,101.7601079
3.1447535,101.7682935
3.1458229,101.7665608
3.1456351,101.7670574
3.1450098,101.7682984
3.14557,101.768952
3.1466459,101.766559
3.1466911,101.7712908
3.1528134,101.7674726
3.1608717,101.7589325
3.1588745,101.7613722
3.1872061,101.6271999
3.1871074,101.6274493
3.1865471,101.627764
3.1946164,101.6304874
3.1921678,101.6422842
3.1683841,101.6486344
3.1646539,101.6574932
3.1709054,101.6663892
3.1711565,101.6663005
3.1832597,101.6733176
3.1846546,101.6764784
3.1759631,101.6851811
3.2079483,101.6480876
3.1876874,101.6689496
3.187513,101.6695324
3.1942474,101.6681644
3.1941441,101.6682815
3.1942741,101.6683057
3.1937203,101.6707622
3.1907675,101.6788926
3.2023903,101.6737815
3.2011006,101.6768736
3.2001998,101.6779978
3.1975944,101.6794248
3.209767,101.6302228
3.2142317,101.6374503
3.2120641,101.6491999
3.2108557,101.6744357
3.2336094,101.6737465
3.2350928,101.686658
3.2484039,101.6694542
3.247483,101.6878079
3.1678136,101.6936258
3.1688947,101.6941951
3.1669981,101.6953859
3.1730392,101.6917604
3.1661436,101.7028535
3.1706195,101.7110416
3.1772107,101.6997923
3.1811665,101.6918245
3.1845908,101.6921508
3.1842477,101.6927816
3.1857575,101.6931598
3.185147,101.7021005
3.1643865,101.7148547
3.1682169,101.7119812
3.1647891,101.7189118
3.1711956,101.7120833
3.1716455,101.7150184
3.1669542,101.7288391
3.1669089,101.7289685
3.1925535,101.6964615
3.1876783,101.7032851
3.1883018,101.7039156
3.1948601,101.7054331
3.1957868,101.7117799
3.1959063,101.7119236
3.1961118,101.7134216
3.1962924,101.7136037
3.1947224,101.7151979
3.1902105,101.7284499
3.2043248,101.7219186
3.2079351,101.7181443
3.2053855,101.7197142
3.1982168,101.728336
3.2043907,101.7225433
3.1767732,101.7372344
3.1994116,101.7440235
3.2042542,101.7354302
3.2061328,101.7567987
3.2290911,101.6980531
3.2359639,101.6914063
3.2355973,101.6971673
3.2511383,101.7061807
3.2455625,101.7219746
3.2112042,101.7453538
3.2091863,101.7517716
3.2100924,101.7517697
3.2106733,101.7515117
3.2109983,101.7509188
3.0617445,101.6736818
3.061762,101.6735468
3.0618715,101.6735443
3.0618231,101.6736868
3.0636993,101.6737
3.0636777,101.6738194
3.0644619,101.6737291
3.0644264,101.6738686
3.0705111,101.6718446
3.0705655,101.6719791
3.067154,101.6752646
3.0719175,101.6712502
3.0718312,101.6723664
3.0728059,101.6712047
3.0734081,101.6714327
3.0740345,101.6707469
3.074054,101.6708959
3.0734684,101.6711497
3.0739441,101.6715929
3.0742685,101.6714357
3.0742846,101.6715216
3.0742899,101.6715886
3.0738573,101.6728013
3.0743167,101.6717334
3.0741425,101.6720635
3.0743756,101.6719722
3.0743917,101.6720982
3.0744105,101.6721948
3.0741962,101.6723691
3.0745679,101.6726819
3.0746595,101.6729243
3.0749201,101.6728449
3.0721364,101.6730103
3.0730525,101.6736754
3.0736284,101.6735547
3.074306,101.6731228
3.0744292,101.6730343
3.0693334,101.6836492
3.0700017,101.684267
3.0700778,101.6843116
3.0695122,101.6854043
3.0696,101.6854518
3.0695214,101.6856186
3.0719847,101.6822101
3.0717302,101.6823066
3.0727389,101.6924761
3.0810126,101.6667526
3.0813581,101.6663842
3.0815911,101.6664375
3.0814436,101.6667321
3.0833048,101.6662691
3.0854863,101.6640148
3.0852298,101.664192
3.0853526,101.6641481
3.0868993,101.6630267
3.0869217,101.663206
3.0863402,101.6634372
3.0870171,101.6634903
3.0870546,101.6635861
3.0871142,101.6637312
3.0857156,101.6674762
3.0862854,101.6657829
3.08721,101.6625519
3.0872775,101.6629324
3.0874053,101.6633124
3.087474,101.6636365
3.0872611,101.6660927
3.0876039,101.6667886
3.0955098,101.6597572
3.081095,101.6701639
3.080392,101.6707602
3.0808381,101.6703195
3.0809535,101.670244
3.0808288,101.6707349
3.0808132,101.671426
3.0808831,101.6713599
3.0810447,101.67072
3.0812295,101.6706167
3.0812884,101.6705791
3.0813473,101.670547
3.0816232,101.6703646
3.0815085,101.6704469
3.0816535,101.6707666
3.0810122,101.6714687
3.0813991,101.6718158
3.0800858,101.6746493
3.0809242,101.6766849
3.0813898,101.6763703
3.0810761,101.6766954
3.0820343,101.6689704
3.0821328,101.6691291
3.0823016,101.6694194
3.0817903,101.6697279
3.0818616,101.6702251
3.0819178,101.6701902
3.0819821,101.6701513
3.0820397,101.6701232
3.0822098,101.6700104
3.0824748,101.6697202
3.0829621,101.6699592
3.0830296,101.6700689
3.083076,101.6698797
3.0834577,101.6700101
3.0835154,101.6701008
3.0840125,101.6699003
3.0817437,101.6702922
3.081743,101.6707118
3.0817542,101.6709072
3.0819363,101.671304
3.0822233,101.6711533
3.0823058,101.6711042
3.0820591,101.6712614
3.0824375,101.6712408
3.0826188,101.670995
3.0829537,101.6709157
3.0829823,101.6713278
3.082913,101.6714348
3.0817134,101.6716985
3.0821658,101.672078
3.0820469,101.6722784
3.082343,101.6722626
3.0821792,101.6726234
3.0822287,101.6726724
3.0823039,101.6727594
3.0825709,101.6717419
3.082642,101.6716806
3.0825324,101.6720519
3.0826956,101.6716304
3.0828227,101.6717945
3.0826626,101.6727248
3.0831024,101.6712569
3.0832641,101.6709451
3.0832353,101.6711254
3.0832723,101.6710872
3.0831139,101.6715655
3.0833345,101.6713779
3.0832219,101.6714711
3.083391,101.6713707
3.0843708,101.671417
3.083434,101.6728812
3.0836878,101.6726624
3.0839263,101.6724406
3.0838809,101.6727787
3.0837509,101.6728927
3.0839978,101.6726709
3.0840793,101.6725939
3.0841239,101.6725546
3.0855803,101.6675409
3.0855035,101.6684576
3.0844974,101.671035
3.0856146,101.6707326
3.0854034,101.6712539
3.084516,101.6716807
3.084682,101.6719516
3.0847254,101.6720255
3.084672,101.6729549
3.085273,101.6725705
3.0861361,101.6721526
3.0858977,101.6725533
3.086004,101.6729258
3.086067,101.6728277
3.0862896,101.6724423
3.0825249,101.6730714
3.082751,101.6732432
3.0827787,101.6732763
3.0829333,101.6734466
3.0831279,101.6731739
3.0832725,101.6733495
3.0833917,101.6732363
3.0834717,101.6731654
3.0835594,101.6730884
3.0838492,101.6743984
3.0837564,101.6750347
3.0845576,101.6729911
3.0847075,101.6731439
3.0847861,101.6730581
3.0849425,101.6734404
3.085045,101.6733317
3.0850945,101.6733742
3.085128,101.6734014
3.0856661,101.6732166
3.0856186,101.6732936
3.0859558,101.6730748
3.0863188,101.6730858
3.0864366,101.6730017
3.086493,101.6739143
3.0764816,101.6790236
3.0766771,101.6788278
3.0767866,101.6800631
3.0772956,101.6812762
3.0774967,101.6814313
3.0803957,101.6834918
3.078553,101.6842857
3.0797218,101.6863623
3.0800807,101.6862497
3.0795364,101.6873519
3.0827993,101.6809528
3.0828073,101.6810758
3.0829136,101.680934
3.0833246,101.6807499
3.0841955,101.6807453
3.0829106,101.6821769
3.0830312,101.6821681
3.083796,101.6817541
3.0839567,101.6823056
3.0841388,101.6819854
3.0863096,101.6822252
3.0829751,101.6858903
3.0829709,101.685992
3.0830839,101.685907
3.0880759,101.6679624
3.0881693,101.668316
3.088421,101.6684622
3.088449,101.6685462
3.0885468,101.6687142
3.0887037,101.6688854
3.0888203,101.6689912
3.0911612,101.6686
3.0900334,101.6693561
3.090706,101.670118
3.0926472,101.6690942
3.090727,101.6708775
3.0872496,101.6733713
3.0875961,101.6740153
3.0877753,101.6741972
3.0880493,101.674248
3.0889525,101.6740076
3.089339,101.6740733
3.088742,101.6743697
3.0908104,101.675482
3.0911012,101.6752835
3.0914454,101.6746369
3.0915286,101.6746493
3.0914213,101.6747551
3.0915075,101.6747725
3.0916212,101.6757127
3.0916935,101.6752203
3.092613,101.6746629
3.0924729,101.6750976
3.0905079,101.6763061
3.0900485,101.6764265
3.0916036,101.6759544
3.0915702,101.6762109
3.0916729,101.6758275
3.0930069,101.6692079
3.093148,101.6692283
3.0936765,101.6692441
3.0936422,101.6694611
3.0938729,101.6692578
3.0939088,101.6692729
3.094,101.6692917
3.0938923,101.6693969
3.093978,101.6693942
3.0941176,101.6693132
3.0940611,101.6694291
3.0950199,101.6692279
3.0932601,101.6704967
3.0930593,101.6706789
3.095657,101.6690726
3.097731,101.6684531
3.0972314,101.669692
3.0975079,101.6698159
3.0976351,101.6697888
3.0929551,101.6751999
3.0945048,101.6733074
3.0945941,101.6749062
3.0953326,101.674825
3.0951405,101.67507
3.0930496,101.6764528
3.0954519,101.6740259
3.0954022,101.6752521
3.0955718,101.6753082
3.0959071,101.6752894
3.0959998,101.67531
3.0970627,101.675519
3.0977788,101.6754778
3.0979177,101.6755928
3.0980407,101.6756174
3.0979946,101.675679
3.0981269,101.6757006
3.0967497,101.6762447
3.0965373,101.6770037
3.0966335,101.676752
3.0964094,101.6773143
3.0963893,101.6773659
3.0962707,101.6776401
3.096472,101.6771625
3.0964336,101.6772641
3.0964994,101.6776164
3.0967548,101.6776981
3.0963198,101.6783058
3.0964336,101.678353
3.0968638,101.6762675
3.0973471,101.6758432
3.0973691,101.675961
3.0974134,101.6767192
3.0968545,101.6774487
3.0967713,101.677656
3.0969933,101.6777137
3.0971825,101.677232
3.0972861,101.6775959
3.096849,101.6780924
3.0969679,101.6778063
3.0969513,101.6778555
3.0968272,101.6781568
3.0971036,101.6783594
3.0975423,101.6779728
3.0977296,101.6780241
3.0979587,101.6780438
3.0980069,101.6780193
3.0907975,101.680993
3.0908893,101.6809847
3.0910742,101.6806487
3.0907699,101.6815562
3.0908058,101.6815991
3.0904854,101.6833167
3.0922936,101.6835405
3.0923814,101.6835385
3.0891996,101.6891989
3.0894591,101.6892642
3.0910258,101.6860322
3.0915261,101.6861658
3.0922629,101.6860559
3.0904305,101.6877041
3.0909277,101.6869488
3.0909277,101.6871752
3.0909332,101.6873125
3.0909369,101.687383
3.0909689,101.6878712
3.0909698,101.6879221
3.0905305,101.6894302
3.0909837,101.6881982
3.0910093,101.6885838
3.0910154,101.6887356
3.0910264,101.6888715
3.0910252,101.6889376
3.0910925,101.6890049
3.091046,101.689213
3.0914628,101.6878922
3.0914726,101.6880048
3.0914812,101.6881713
3.0914946,101.68841
3.0915032,101.6886401
3.0915178,101.6888397
3.0915313,101.6890784
3.0915386,101.6891861
3.0936647,101.6802341
3.0936368,101.6803322
3.093746,101.6802352
3.093825,101.6802363
3.0937621,101.6808184
3.0937244,101.6808942
3.0977451,101.6785953
3.098065,101.6786915
3.0964336,101.6853243
3.1080073,101.6536153
3.1083571,101.6534579
3.1077179,101.6540336
3.1006638,101.658703
3.0990921,101.6602282
3.101147,101.6592941
3.102459,101.6597264
3.1026901,101.6660131
3.1046283,101.6584266
3.1046354,101.6584444
3.1037494,101.6647101
3.1040494,101.6646952
3.1042223,101.6647003
3.1059715,101.6645899
3.1037599,101.6650444
3.1037639,101.6651093
3.1037624,101.6651739
3.1037624,101.6652752
3.1037566,101.6653393
3.1037627,101.6654023
3.1038145,101.6652718
3.103811,101.6653384
3.1037655,101.6654598
3.1037614,101.6657038
3.1037649,101.665774
3.1037629,101.66584
3.1037695,101.6659228
3.1065865,101.6657138
3.106666,101.6656724
3.1067175,101.6657746
3.1066495,101.665998
3.1066677,101.6660494
3.1071713,101.6659587
3.1073445,101.6659308
3.1064862,101.6661587
3.1070973,101.6662572
3.1075683,101.6662525
3.1080229,101.6659513
3.1081232,101.6659559
3.1082191,101.6659576
3.108401,101.6660783
3.1085068,101.6660748
3.1077754,101.6663127
3.1080005,101.6667426
3.1102095,101.6526015
3.1102279,101.6529408
3.1103885,101.6528173
3.1099872,101.6531209
3.1114353,101.6520836
3.1116118,101.6522812
3.1109462,101.6528135
3.1119816,101.6522079
3.1128936,101.6515245
3.1136172,101.6511551
3.1139331,101.6511533
3.114298,101.6510697
3.1154778,101.6504435
3.1155154,101.6505427
3.1160695,101.6506534
3.1165595,101.6559342
3.118359,101.6533003
3.1102558,101.6635934
3.110194,101.6637303
3.1098667,101.6645537
3.1109163,101.6620779
3.1110019,101.6621979
3.111092,101.6622685
3.1111628,101.6624232
3.110695,101.6630086
3.1108155,101.6629362
3.1114561,101.6622179
3.1114623,101.6625048
3.1115205,101.6626066
3.1112375,101.6626861
3.1113174,101.6627875
3.1096947,101.6653457
3.1096742,101.6654861
3.1096392,101.6657805
3.1097576,101.6659215
3.1098496,101.6647719
3.1098728,101.6649935
3.109854,101.6652376
3.1098647,101.6654843
3.1103715,101.665697
3.1103676,101.6658495
3.1097603,101.6661817
3.1100112,101.666643
3.1100104,101.6667492
3.1101118,101.6666474
3.1102012,101.6670985
3.1105173,101.6658779
3.1116957,101.6666161
3.1116641,101.6670291
3.1131488,101.6640846
3.1131163,101.6641563
3.1141967,101.6628367
3.1146786,101.6617594
3.1185937,101.6583907
3.1188638,101.6577186
3.1181791,101.6593855
3.1177683,101.6612265
3.114715,101.6624513
3.114713,101.6625607
3.115266,101.6625466
3.1148237,101.6626862
3.114999,101.6626816
3.1153811,101.6624452
3.1155463,101.6626591
3.11568,101.6622964
3.1155684,101.6636759
3.1156188,101.664485
3.1155327,101.6646506
3.1171399,101.66279
3.1172438,101.6627719
3.1173058,101.6628674
3.1161545,101.6645267
3.1166083,101.6640799
3.1155577,101.6649886
3.1159491,101.6651947
3.1155274,101.665743
3.1158456,101.66552
3.1152194,101.6669902
3.1158512,101.6672661
3.1164164,101.6655401
3.1163922,101.665744
3.119033,101.6641874
3.1182812,101.6650217
3.1184583,101.665109
3.1175534,101.6671826
3.098661,101.6703913
3.0983115,101.6757376
3.0982804,101.6762084
3.0985299,101.67579
3.0987933,101.6758582
3.0992472,101.6759722
3.099645,101.6760387
3.1001183,101.6761478
3.1003112,101.6765756
3.1020213,101.6769965
3.1023101,101.6771556
3.1024992,101.6772593
3.1030806,101.6779602
3.1070089,101.6695416
3.1069182,101.669943
3.1084203,101.6682155
3.1085342,101.6681032
3.1085283,101.6682147
3.1090761,101.6694393
3.1089438,101.6697828
3.1089607,101.6697428
3.1089207,101.6698845
3.1073085,101.6713938
3.1065128,101.6721791
3.106912,101.6722675
3.1069339,101.6728981
3.1070048,101.6729349
3.1078129,101.6704634
3.1079154,101.6704929
3.10899,101.6702866
3.1038609,101.6776126
3.1040714,101.6776127
3.1042082,101.6776429
3.1043984,101.6777005
3.1043703,101.6782709
3.104913,101.6778503
3.1049642,101.6783647
3.1050191,101.6778785
3.105436,101.6780408
3.1055859,101.6779909
3.1056465,101.678365
3.1057127,101.6784416
3.1062724,101.6780591
3.1067791,101.6732753
3.1068562,101.6732401
3.1080155,101.6739701
3.1080988,101.674007
3.1086677,101.6737651
3.1079004,101.6783215
3.1081787,101.6783817
3.1085035,101.678207
3.0990534,101.6808365
3.0996141,101.679844
3.1021354,101.6837808
3.1021104,101.6838516
3.1031907,101.6824119
3.1034555,101.6823423
3.1035368,101.6822626
3.1035892,101.6824433
3.1027167,101.6829289
3.103122,101.6834744
3.0983924,101.6864891
3.0984563,101.6864962
3.0987086,101.686506
3.0987237,101.6866993
3.0995527,101.686374
3.0996978,101.686553
3.1007141,101.6856439
3.1002381,101.6865582
3.1005765,101.6861639
3.100697,101.686084
3.1005681,101.6865665
3.0987128,101.6869403
3.0996698,101.6868553
3.0996415,101.6871109
3.0999307,101.686883
3.1000748,101.6868785
3.0998984,101.6873738
3.0999788,101.6872638
3.1003685,101.6871439
3.1006116,101.687393
3.1012118,101.684076
3.1018189,101.6848851
3.1020032,101.6848865
3.1019249,101.6849732
3.1022213,101.6846821
3.1021114,101.6848658
3.1021219,101.6850499
3.1010175,101.6858867
3.1027966,101.6842576
3.1037313,101.6825631
3.103931,101.6826645
3.1063943,101.6785657
3.1067419,101.6786581
3.1068281,101.6786704
3.1073427,101.6787847
3.1077603,101.6787413
3.1084186,101.6786797
3.1081178,101.6788374
3.1086217,101.6786489
3.109054,101.6829488
3.1044299,101.6892513
3.1088695,101.6873645
3.1101555,101.6683603
3.1093176,101.6701186
3.1110854,101.6676544
3.110402,101.6779221
3.1110949,101.6774731
3.1111799,101.6780207
3.1125217,101.678181
3.1129649,101.6783041
3.1158915,101.6675283
3.1159241,101.6693342
3.1161658,101.6679637
3.1166436,101.6688368
3.117115,101.6679515
3.1171304,101.6681439
3.1169172,101.6682384
3.1161286,101.669358
3.1166203,101.66888
3.1167497,101.6696786
3.115402,101.6715552
3.1169516,101.6720299
3.1169613,101.6722782
3.1170405,101.672051
3.1170637,101.6723056
3.117502,101.6725046
3.1185476,101.6722604
3.1163952,101.6762267
3.1164786,101.6762105
3.1163256,101.6766291
3.1166472,101.6766877
3.1168571,101.6762723
3.1171509,101.6764405
3.1171852,101.6769783
3.116877,101.6779543
3.117081,101.6781799
3.1177709,101.6752423
3.1190101,101.6754969
3.1175224,101.6763038
3.1177771,101.6757408
3.1179205,101.6764138
3.11788,101.6769123
3.1183585,101.6759801
3.1182062,101.6762856
3.1184403,101.6762819
3.1180283,101.6776521
3.1174192,101.6781541
3.118253,101.6776446
3.1185443,101.6782036
3.1189919,101.6758434
3.1191012,101.676429
3.1197278,101.6760851
3.1199448,101.6763072
3.1194991,101.6766169
3.1197316,101.6765741
3.1188859,101.67727
3.1191339,101.6772764
3.1189728,101.6784102
3.1192041,101.678002
3.1194316,101.6774658
3.1092093,101.6786181
3.1096168,101.6785921
3.1145055,101.6789202
3.1134238,101.6803039
3.1106657,101.6846893
3.1106764,101.6850997
3.1106741,101.6854781
3.1107068,101.6863674
3.1108808,101.6872878
3.1115222,101.6867724
3.116964,101.6805748
3.1184513,101.6790673
3.1188547,101.6788355
3.1191513,101.6792046
3.1197595,101.6793024
3.1198369,101.6795857
3.1182202,101.682101
3.1202234,101.6541343
3.1215277,101.656153
3.1280662,101.6464908
3.1283215,101.6462761
3.128118,101.6465773
3.1281614,101.6504877
3.1282446,101.6506871
3.1283816,101.646371
3.1214139,101.6642263
3.1286849,101.6666195
3.133351,101.6519384
3.1346486,101.6535227
3.1348283,101.6536032
3.1350557,101.6534627
3.1311502,101.661352
3.1318415,101.6648137
3.1343964,101.6637339
3.136036,101.6657021
3.1381087,101.6581274
3.1386487,101.658779
3.1396876,101.6573994
3.1398027,101.6574611
3.1398724,101.6574986
3.1399248,101.6575392
3.1399875,101.6575737
3.1400384,101.6574235
3.1400518,101.6576086
3.1401482,101.6576488
3.1396394,101.6583435
3.1397599,101.6579975
3.1398295,101.6580404
3.1399206,101.6580753
3.1216125,101.6695212
3.1224138,101.6710079
3.1224299,101.6712198
3.1224478,101.6711392
3.1225022,101.6711018
3.1223201,101.6713727
3.1226306,101.6709369
3.1206281,101.6737793
3.1226561,101.6743078
3.1221312,101.6750693
3.1224617,101.6753972
3.1208751,101.6758524
3.1214828,101.6772382
3.1228634,101.6758034
